main_tweet,Ad Hominem,Appeal to Fear,Appeal to Ridicule,False Dilemma,Hasty Generalization,Loaded Language,None of the above
" [user103831]: How is it possible that 48% of voters believe in Trump? 70,000 dead of #COVID19 aren't enough? Economic devastation? Ingesting bleach? 
 ",0,1,0,0,0,0,0
" [user73085]: Trump brand COVID Cure Could Win Him Reelection 😏 #PandemicProfiteering #DonTheCon #CarnivalBarkingClown #TrumpMadenss #Hydroxychloroquine 
 ",1,0,0,0,0,0,0
" [user73277]: Trump says coronavirus vaccine deliveries will start next week 
 ",0,0,0,0,0,0,1
" [user20244]: USA - 'MODERNA' Vaccine also has successful tests - 95% protection. @user Moderna has always been strong contender. Approvals yet to occur before major production for world use. @user BBC News - Moderna: Covid vaccine shows nearly 95% protection 
 ",0,0,0,0,0,0,1
" [user55409]: Shit, they STILL be working on that vaccine though? #BidenHarris2020ToSaveAmerica 
 ",0,0,0,0,0,1,0
" [user20248]: Desperate citizens seek out toxic bleach falsely touted as Covid-19 cure Source: Guardian 
 ",0,0,0,0,0,0,1
" [user4109]: #raoult Australie: Liberal MP Craig Kelly has accused Facebook of trying to 'purge' posts about the unproven Covid treatment drug Ivermectin #ivermectine #senat 
 ",0,0,0,0,0,0,1
" [user56241]: Send this video to your governors. #zelenkoprotocol will save lived and keep people out of hospitals. Listed to physicians who are saving lives, not political haters. @user Learn from success not the haters. Please start saving lives in Oregon. 
 ",0,0,0,1,0,0,0
" [user116411]: New article: ""Johnson & Johnson - Moderna, Inc. (MRNA), Johnson & Johnson (NYSE:JNJ) - Moderna Hopes To Roll Out COVID-19 Vaccine For Children By ..."" has been published on Fintech Zoom - @user #Fintech #Blockchain #Crypto #Cryptocurrency #ICO 
 ",0,0,0,0,0,0,1
" [user95951]: Powerful clip. I love videos that encourage us to check our prejudices 
 ",0,0,0,0,0,0,1
" [user139370]: ""How can we measure the depression, the mental health of businesses and the owners when they go belly up"" say Premier Ford. I'm I missing something? Businesses staying open is more important than the loss of life. Not leadership, that's a business model! @user #canpoli 
 ",0,0,0,1,0,0,0
" [user55087]: @user Mam, one of @user gunmen tested covid +. #BandlagudaJagir MC sprinkled few ounces of bleaching; fearful atmosphr in colony. Request your help in sanitizing the area. Mythri cony, Kismatpur. 
 ",0,0,0,0,0,0,1
" [user134564]: 🇨🇦 has secured advanced purchase agreements w/ Novavax & Johnson & Johnson for their COVID vaccines. This is in addition to the agreements secured w/ Pfizer & Moderna. The gov will cont' to negotiate & sign + agreements to ensure the supply of potential 💉 
 ",0,0,0,0,0,0,1
" [user58918]: Almost zero COVID-19 deaths in Sweden for over 90 days - and without lockdowns or draconian measures. 
 ",0,0,0,0,0,0,1
" [user40558]: Use of Ivermectin as a potential chemoprophylaxis for COVID-19 in Egypt : A Randomised clinical trial 
 ",0,0,0,0,0,0,1
" [user139086]: Moderna Will Likely Announce Efficacy of COVID-19 VACCINE in November! C... via @user 
 ",0,0,0,0,0,0,1
" [user137653]: @user @user Ivermectin is currently being investigated as a treatment for coronavirus SARS-CoV-2, which is the virus that causes COVID-19. The trials so far have shown ivermectin reduces the number of cell-associated viral DNA by 99.8 % in 24 hours. 
 ",0,0,0,0,0,0,1
" [user4109]: #raoult New York Judge Saves 80-Year-Old COVID-19 Patient By Ordering Hospital To Give Her Ivermectin #ivermectine #senat 
 ",0,0,0,0,0,0,1
" [user131701]: Has anyone had the J&J vaccine? We're scheduled for ours on Friday, I know that's good but 66% v. 94% efficacy has me nervous. What have you heard? 
 ",0,0,0,0,0,0,1
" [user123028]: Trials Show Operation Warp Speed Partner Moderna's COVID Vaccine Is 94.5% Effective #operationwarpspeed #Moderna #vaccine #warpspeed #COVIDvaccine #bioethics 
 ",0,0,0,0,0,0,1
" [user115193]: @user @user ... @user Overwhelming info on lifesaving ability of ivermectin. Many peer reviewed studies. FLCCC is a group of highly distinguished frontline Doctors, have developed early outpatient treatment and treatment protocols for covid-19. Dr. Kory senate testimony 
 ",0,0,0,0,0,1,0
" [user94675]: Moderna Announces Supply Agreement with U.S. Government for Initial 100 Million Doses of mRNA Vaccine Against COVID-19 (mRNA-1273) | Moderna, Inc. 
 ",0,0,0,0,0,0,1
" [user450]: Spanish Prime Minister Pedro Sanchez said rankings by Johns Hopkins University showed Spain was fifth in the world in testing rates. But those international rankings appear not to exist 
 ",0,0,0,0,0,0,1
" [user7182]: Leftists are banning it because they want Trump to lose more than our citizens surviving and our country thriving. 
 ",0,1,0,0,1,0,0
" [user79996]: JUST IN: Moderna Announces 94.5% Efficacy in Phase Three Trial of Covid-19 Vaccine 
 ",0,0,0,0,0,0,1
" [user37645]: @user @user ... @user Ivermectin is 100% prevention and cure for Covid without the risk. And it is FDA approved. Watch the US Senate Hearing Dec.9 with Dr. Pierre Tory, Pulmonary Disease expert, Internal Medicine and Professor of Medicine. 
 ",0,0,0,0,0,0,1
" [user23636]: Our daily update is published. States reported 647k tests, 38k cases, and 406 deaths. The number of cases reported is the lowest since June 23. 
 ",0,0,0,0,0,0,1
" [user138831]:  Treatment with Hydroxychloroquine, Azithromycin, and Combination in Patients Hospitalized with COVID-19 
 ",0,0,0,0,0,0,1
" [user51965]: @user You're stupid. Fix that. Hydroxychloroquine (IVERMECTIN) works to prevent Covid 19. 
 ",1,0,0,0,0,0,0
" [user108177]: With the approval of Johnson & Johnson's COVID-19 vaccine, three different coronavirus vaccinations will soon be available. While the Pfizer and Moderna shots have much in common, the new Johnson & Johnson vaccine has some notable differences. 
 ",0,0,0,0,0,0,1
" [user113128]: Australia whales: rescuers in Tasmania free 25 stranded pilot whales, but 90 already dead 
 ",0,0,0,0,0,0,1
" [user104796]: 'Just beautiful': Another COVID-19 vaccine, from newcomer Moderna, succeeds in large-scale trial #SNC4M #TPJ4M 
 ",0,0,0,0,0,0,1
" [user2913]: Hopefully with human trials it works just as well, we'll have to wait until then. Antiparasitic drug Ivermectin kills coronavirus in 48 hours | News-Medical 
 ",0,0,0,0,0,0,1
" [user31715]: Hopefully we will make sure this is true. 
 ",0,0,0,0,0,0,1
" [user19947]: Clinical trial by Gautret, Raoult, et al. (2020) Correspondence from Dr. Vladimir Zelenko in the successful treatment of COVID-19 patients with hydroxychloroquine and azithromycin These Drugs Are Helping Our Coronavirus Patients (Wall Street Journal coverage of Dr. Jeff Colyer 
 ",0,0,0,0,0,0,1
" [user138641]: A South Carolina mayor turned to Chick-fil-A to help with gridlocked traffic at a drive-thru COVID-19 vaccine site - getting the wait time from an hour to just 15 minutes. 
 ",0,0,0,0,0,0,1
" [user63070]: @user Zev Vladimir Zelenko, M.D. is a New York State doctor who has treated over 1,450 coronavirus patients using hydroxychloroquine, azithromycin and zinc sulfate with 99.9% success rate (2 deaths). 
 ",0,0,0,0,0,0,1
" [user99816]: @user what do you think about ivermectin as prevention/cure for Covid19? 
 ",0,0,0,0,0,0,1
" [user109493]: @user Ivermectin KILLS BAD #COVID-19 IN 2-6 DAYS: my 90-yro Aunt, on edge of intubation, in ICU, on heavy oxygen, got rid of it in 5 days; feeling better after first. See: Webinar & protocol $2/day. Get it approved 
 ",0,0,0,0,0,1,0
" [user107219]: ""Equity Markets Rally After US Biotech Company Moderna Announces Successful Covid-19 Vaccine Trial Results"" #trading #forex 
 ",0,0,0,0,0,0,1
" [user137220]: 'Ivermectin is no COVID-19 cure  it's toxic for humans': Professor Karim 
 ",0,0,0,0,0,0,1
" [user57673]: @user @user I hope you two are Not Sharing the Same Shot Glass of Bleach! Remember to Follow the COVID19 Safety Guidelines, Even with Bleach, just to be sure! :) 
 ",0,0,1,0,0,0,0
" [user42268]: So where are all of damn Doctors besides Dr. Raoult that have used - Hydroxychloroquine Azithromycin Zinc sulfate to successfully treat Covid19 to shut the damn media up at. They are running another smear campaign about it. We know it works unlike the BS VA study done in VA 
 ",0,0,0,0,0,1,0
" [user97611]: FAUCI on MASKS: Two Coverings 'Would Be More Effective' in Preventing Spread of Coronavirus 
 ",0,0,0,0,0,0,1
" [user108068]: Florida Group Has Been Pushing Trump to Promote Industrial Bleach as COVID Cure 
 ",0,0,0,0,0,0,1
" [user122093]: @user I have ivermectin paste in my closet right now. Sure, it's for deworming horses. I'll just spin the dial down to my COVID weight... 
 ",0,0,1,0,0,0,0
" [user137647]: An actual text from my friend who works in an ER: ""I'm working todayAnd just like that boom where we pulled hydroxy off the lists of orderables for covid, we r now refreshing everyone on toxicology ER treatments for bleach and disinfectant ingestion."" Leadership matters. 
 ",0,0,0,0,0,0,1
" [user87573]:  Ivermectin blocks that spike protein. Stops #COVID19 before it infects. Safe. Cheap. Available. Effective. @user @user 
 ",0,0,0,0,0,0,1
" [user107600]: Moderna Inc: COVID19 Vaccine is 94.5% effective 
 ",0,0,0,0,0,0,1
" [user125493]: 📣 New Podcast! ""The Mind Renewed with Julian Charles - Ivermectin and the I-MASK+ Protocol"" on @user #alternative_covid_treatment #alternative_covid_treatments #covid #covid_19 #covid_cases #covid_therapy #covid_treatment #covid_treatments 
 ",0,0,0,0,0,0,1
" [user140977]: First interim analysis included 95 participants with confirmed cases of COVID-19 Phase 3 study met statistical criteria with a vaccine efficacy of 94.5% (p <0.0001) Moderna intends to submit for an Emergency Use Authorization (EUA) with U.S. FDA in the coming weeks and expects .. 
 ",0,0,0,0,0,0,1
" [user13015]: This George Soros /Chinese funded slow laced poison covid-19 vaccine coming soon since China controls Moderna Corp - all planned long ago . this china vaccine has been rumored to have nanotechnology GPS tracking miniaturized device within injected vaccine 
 ",0,1,0,0,0,0,0
" [user95629]: Top UK Scientist to Boris Johnson: Save COVID Lives With Ivermectin | Principia Scientific Intl. 
 ",0,0,0,0,0,0,1
" [user47580]: @user @user ... @user Mortality benefits have been observed as long ago as March for non-inhaled versions. So nebulized should be better 
 ",0,0,0,0,0,0,1
" [user106700]: Home | FLCCC | Front Line COVID-19 Critical Care Alliance IVERMECTIN PREVENTS AND CURES COVID 
 ",0,0,0,0,0,0,1
" [user136565]: ""treated 350 patients showing early signs of the coronavirus using a combination of hydroxychloroquine, azithromycin and zinc sulfate in his office. Dr. Vladimir ""Zev"" Zelenko said the $20 treatment had ""100 percent"" success."" COVID-19 Where is our so called ""free press""? 
 ",0,0,0,1,0,0,0
" [user112746]: @user It's on tape you idiot. You called it a hoax. It's on tape. Then you said 15 cases would turn to zero. Then you said it would magically disappear. Then you whined everyday for a month before suggesting injecting bleach into Covid patients. You're an idiot. #JoeBiden2020 
 ",1,0,0,0,0,1,0
" [user18060]: Jews save the world - no really!! Also Dr Tal Zaks at Moderna. #COVID19 #coronavirus #COVIDVaccination #COVID #CoronaVac #vaccine #VAXXED #vaccination #VaccinationDrive 
 ",0,0,1,0,0,0,0
" [user134441]: Check out the most up-to-date @user #COVID19 Survival guide 👀 The latest update includes info on: -Variants -Tocizulimab in Tx -Monoclonal Abs and Ivermectin -Updated pregnancy complications in special population -Vaccines, C/I, precautions 
 ",0,0,0,0,0,0,1
" [user103544]: JUST now via @user : Moderna #covid19 vaccine had the same impact in the elderly as it did in those <55 years, by producing high levels of antibody and T-cell response. This is very encouraging news ! Link: 
 ",0,0,0,0,0,0,1
" [user33148]: Just re posting this video of a doctor speaking on using ivermectin for covid. Interesting watch! 
 ",0,0,0,0,0,0,1
" [user3720]: Nigeria is expected to get its first batch of COVID-19 (Pfizer-BioNTech) vaccines by the end of this month as part of its plan to inoculate 40% of the population this year and a further 30% next year, Dr Faisal Shuaib, head of the national primary healthcare agency has disclosed. 
 ",0,0,0,0,0,0,1
" [user81501]: ""china plague""!?! ARE YOU KIDDING ME. also boy, you actually can't take credit for shit you literally have done nothing for this country to help stop covid 
 ",1,0,0,0,0,1,0
" [user120986]: .@user and I walking into the night shift to bring you the latest on COVID-19 vaccines. 
 ",0,0,0,0,0,0,1
" [user9449]: The Cuomos' Coronavirus Health Blog Suggests Bathing In Clorox Bleach And Using A 'Body Charger' | The Daily Wire. 
 ",0,0,0,0,0,0,1
" [user14918]: @user @user Hydroxychloroquine, Ivermectin and Azithromycin, save lives. Ask your doctor about the protocol to fight Covid19, find out, disclose and save lives. Cheers! 
 ",0,0,0,0,0,0,1
" [user58766]: WASHINGTON - US biotech firm Moderna on Monday announced its experimental vaccine against Covid-19 was 94.5 percent effective, marking a second major breakthrough in the vaccine hunt. #BangkokPost #World 
 ",0,0,0,0,0,0,1
" [user69698]: Vietnam says panel recommends Sputnik V, Moderna vaccines for use Follow our updates on #coronavirus here: 
 ",0,0,0,0,0,0,1
" [user111859]: Enrollment of Phase 3 COVE Study of mRNA Vaccine Against COVID-19 Completed by Moderna - 
 ",0,0,0,0,0,0,1
" [user73111]: Ivermectin. Ineffective against severe Covid (results from a previous study). Ineffective against mild Covid (see below). What next? a preventive trial? Will those who cleave to this drug now give it up as a lost cause and let doctors get back to researching effective treatments? 
 ",0,0,1,1,0,0,0
" [user116311]: Ivermectin Evidence with Dr Tess Lawrie via @user I watch this guy all the time as he does such a great job updating on what is happening with COVID and the data. This is the first time I have ever seen him speechless. 
 ",0,0,0,0,0,0,1
" [user91392]: #Church in #Australia selling #bleach as a coronavirus treatment fined $151,200 #SmartNews STUPID!!!1 
 ",0,0,0,0,0,1,0
" [user79578]: INDIA: Government in talks with with Pfizer and Moderna for COVID-19 vaccine. - ANI 
 ",0,0,0,0,0,0,1
" [user71738]: At the end of April, I was buying supplies for #COVID19 and realized the benefits that Ivermectin could have in theory, so along with early masks & free gauze I purchased two tubes of Ivermectin. #FTR 
 ",0,0,0,0,0,0,1
" [user38891]: Whether you want to believe this, or not, it is absolutely the truth! Even if we don't live to see it, someday this truth will be exposed, and the way that covid19 was handled, will be known as the infamous genocide 
 ",0,1,0,0,0,0,0
" [user29920]: Trump Administration collaborates with Moderna to produce 100 million doses of COVID-19 investigational vaccine. August 11th 2020. Vaccine to be owned by goverment 
 ",0,0,0,0,0,0,1
" [user28477]: #Doxycycline #ivermectin #Zinc as #prophylactic against #COVID19 #CovidVaccine is Dangerous and pushed by eugenics-freaks and #OneWorld #Globalist nuts these are FDA approved drugs not population killing solutions by @user or @user 
 ",1,1,0,0,0,0,0
" [user83359]: Black Lives Matter also means: 1) Any vaccine must have efficacy for those w high blood pressure & diabetes 2) Priority distribution to communities hardest hit by COVID-19 3) A strategy to combat Black Americans vaccine fears & skepticism because of the Tuskegee Experiment etc. 
 ",0,0,0,0,0,0,1
" [user99285]: @user Don't forget #Ivermectin too! So many COVID options out there, yet Newsome spends 30million on hand washing signs 🤦🏻♀ 
 ",0,0,0,1,0,0,0
" [user21425]: The political crisis leads the country to rethink its plan for lithium, whose exploitation has several Chinese companies interested. 
 ",0,0,0,0,0,0,1
" [user47862]: COVID Vaccines Are Almost Here But How Soon Will You Get One? Top pandemic experts discuss the #covidvaccines from Pfizer and Moderna, and the challenges of distribution. @user @user ... @user ",0,0,0,0,0,0,1
" [user55313]: Australia's drug regulator launches court action against church touting bleach as Covid-19 cure | Australia news | The Guardian 
 ",0,0,0,0,0,0,1
" [user139341]: BULLETINNIH Clinical Trial Evaluating Hydroxychloroquine and Azithromycin for COVID-19 Closes Early | NIH: National Institute of Allergy and Infectious Diseases 🤔 
 ",0,0,0,0,0,0,1
" [user16390]: @user @user ... @user Hydroxychloroquine with or without Azithromycin in Mild-to-Moderate Covid-19 July 23, 2020 DOI: 10.1056/NEJMoa2019014 
 ",0,0,0,0,0,0,1
" [user11332]: #Moderna says its vaccine showed over 94.5% efficacy against #coronavirus. Here is a video by Clinical Trials TV that helping announce #patient recruitment for the #clinicaltrials of their #COVID19 drug. Would you like a video like this for your #clinicaltrials? Let us know! 
 ",0,0,0,0,0,0,1
" [user120430]: @user @user Thank you for doing such extraordinary research. ""Dr. Pierre Kory makes a compelling case for #Ivermectin on The Doctors 2/8/2021 #ivermectinworks #coronavirus #COVID19 #SARSCoV2 #coronavirus 
 ",0,0,0,0,0,0,1
" [user91675]: #COVID19: Sputnik V vaccine to cost less than $20 in international markets 
 ",0,0,0,0,0,0,1
" [user120949]: Here is another excellent overview of different #covid19 vaccine candidates, also drawing a nice contrast between the mRNA vaccines (Moderna Pfizer) and adenovirus vector vaccines (AstraZeneca Johnson & Johnson) 
 ",0,0,0,0,0,0,1
" [user40918]: DeSantis says that Florida has no Vaccines because of Production problems with Pfizer, Pfizer immediately does a press release contradicting DeSantis, saying there is no problem but that Florida hasn't ordered any vaccines 
 ",0,0,0,0,0,0,1
" [user128576]: Fauci said Monday he is ""not particularly concerned"" about the safety risk of a potential coronavirus vaccine by Moderna, despite the fact that it uses new technology to fight the virus. 
 ",0,0,0,0,0,0,1
" [user32899]: I always used them in my life and always will use. X #prophilaxis #treatment #ivermectin #cvitamin #dvitamin #flu #plandemia #covid #hoax 
 ",0,0,0,0,0,1,0
" [user88226]: @user Trump's => Drug Cocktail HydroxyChloroquine -&- Azithromycin Has now quickly become... The most widely Utilized Front Line - Pharmaceutical Regimen To combat COVID-19... In The Entire World 
 ",0,0,0,0,1,0,0
" [user134095]: @user Dr. El Sayed, not sure if you're still in medicine or not. please review info below on use of ivermectin as viable stop-gap measure against COVID. Since vaccines are in scant supplies, we need a stop-gap measure 
 ",0,0,0,0,0,0,1
" [user21169]: @user @user ... @user Trump down played COVID first. Then bogus cures like inject bleach. Now he pushes to reopen to soon and we see the result. AND NO, ITS NOT JUST GOING TO DISAPPEAR. 
 ",0,0,0,0,0,1,0
" [user76794]: Ivermectin for COVID-19: real-time analysis of all 47 studies 
 ",0,0,0,0,0,0,1
" [user128047]: Revealed: leader of group peddling bleach as coronavirus 'cure' wrote to Trump this week so fucking sinister 
 ",0,0,0,0,0,1,0
" [user112827]: @user @user The illogic of an acolyte. The world saw & heard Trump suggest ingesting bleach and UV light to kill Covid. Hydroxychloroquine is known to cause heart arrhythmia. The world won't end it will just be a shit place to live bc of Envirnomental damage. Gullible Republican lemming. 
 ",1,0,0,0,0,1,0
" [user80948]: @user * Distribute ready medicine packets of 5 day prescribed dosage for Covid symptoms. Packet will contain: HCQ + VitC + Zinc + Invermectin + Azithromycin * Distribute VitC, Zinc and Multi Vitamin to everyone @user @user @user 
 ",0,0,0,0,0,0,1
" [user54749]: @user @user ... @user Drink bleach and suck off trump. Hell go find someone with covid and kiss em on the lips. The way I see it this whole thing is a chance for natural selection to finally kill you and the rest of the trumptards holding us back off. 
 ",1,1,0,0,1,1,0
" [user64197]: @user Spread the word ... Ivermectin is saving lives of Covid infected patients. Learn more @user 
 ",0,0,0,0,0,0,1
" [user42047]: Vice President Mike Pence receives the coronavirus vaccine 
 ",0,0,0,0,0,0,1
" [user29760]: Comparing effectiveness rates across trials may be misleading due to different populations and different virus strains. Also it might be advantageous to have the world covered by multiple vaccines with multiple mechanisms of action. 
 ",0,0,0,0,0,0,1
" [user85697]: This is for all the Green's cuz Greens are the progressive people !! 
 ",0,0,0,0,0,0,1
" [user20613]: A new study by Pfizer finds that the drugmaker's vaccine remains largely effective against highly contagious coronavirus mutations identified in the U.K. and South Africa, although the antibodies were less effective against the latter variant. 
 ",0,0,0,0,0,0,1
" [user137615]: Pharma giant Moderna has announced that its Covid-19 vaccine candidate has shown more than 94 percent effectiveness in preliminary data from the company's ongoing study. Read More: #indicanews #Moderna #Pharma #vaccine #covid #vaccines #coronavirus #health 
 ",0,0,0,0,0,0,1
" [user24941]: I still want to know why all the homeless , BLM and Antifa members didn't die of Covid . Were they all using Ivermectin and HCQ ? 
 ",0,0,0,0,0,0,1
" [user81426]: A #Shanghai-based #Noida doctor says #China is close to winning the battle against #Covid19, and the combination of zinc, hydroxychloroquine (HCQ) and antibiotic azithromycin has been able to save the lives of coronavirus patients. (IANS) 
 ",0,0,0,0,0,0,1
" [user59058]: Moderna says coronavirus vaccine more than 94 percent effective 
 ",0,0,0,0,0,0,1
" [user30384]: @user 💉🫁👁✔✔✔(DISCOVERED Covid-19 Effective Treatment MEDICINES) 1.UMIFENOVIR 200 mg1Caps 4 times/Day Every 6 HOUR for 5 DAYS 2.AZITHROMYCIN 500mg1 tab once a Day for 5 DAYS 3PARACETAMOL 650MG or NAPROXEN Sodium 500mg for FEVER&PAIN Email id: rclinical@user .com 
 ",0,0,0,0,0,0,1
" [user51494]: #Ivermectin save lives. Whoever tells you otherwise is part of the misfortune of this #COVID19 pandemic. 
 ",0,0,0,1,0,0,0
" [user139791]: @user Donald, Azithromycin didn't help in combination therapy for Covid-19, and unfortunately in your case it is also not helpful in NEUROSYPHILIS. Believe it or not, good old fashioned Penicillin is the treatment of choice. Best of luck! 
 ",0,0,0,0,0,0,1
" [user127643]: 1. 🌍 studies prove #Ivermectin has role to play in solving COVID crisis 2. #Ivermectin is cheap, licensed & ready to go 3. Doctors, nurses, #NHS, parents, adults etc should ask the question 4. U.K. government should have representation on this call 👇🏽👇🏽👇🏽 ~ if not then 🤔🤔🤔 
 ",0,0,0,0,0,0,1
" [user57874]: Authorities in Itajai, Brazil have handed out more than 1.5 million ivermectin pills - a drug that scientists say is unproven against the coronavirus. @user for @user 
 ",0,0,0,0,0,0,1
" [user130251]: #Trump Trump coronavirus bleach disinfectant Lysol #sarcasm LIES 🤥 > DANGEROUS TIME-WASTING UNNECESSARY SCAMS FROM THE PAST - Free track from ""Trump's Greatest Corrupt Hits"" collection / 
 ",0,1,0,0,0,1,0
" [user14325]: Drug maker Moderna announced its coronavirus vaccine is over 94% effective. Moderna vaccine volunteer @user details her vaccine trial experience on today's #FOXNewsRundown Listen and subscribe: 
 ",0,0,0,0,0,0,1
" [user58217]: #Coronavirus relief is on the way for the people of WY & America. Congress is delivering help so children can get back to school & workers at small businesses continue to get their paychecks. 
 ",0,0,0,0,0,0,1
" [user15289]: Ivermectin seams a promising drug for the first line of defence against covid-19 with a unapproved study of 100% success and it is very inexpensive so a study by approved authorities is long overdue. 
 ",0,0,0,0,0,0,1
" [user81744]: @user @user ... @user What if the #ivermectin ""iMASK+"" protocol, cited by this COVID-treating ICU expert, ⬇ hospital burdens & ↩ need for lockdown? Will you ignore or assess? 
 ",0,0,0,0,0,0,1
" [user76218]: Moderna CEO says its coronavirus vaccine won't be ready until spring of next ... #Health 
 ",0,0,0,0,0,0,1
" [user128943]: Another milestone achieved toward #COVID19 Vaccines .US biotech company #Moderna Announced that their vaccine is 94% effective ;which is stunningly a big achievement . Hopping to see the vaccine of this deadly virus as soon as possible #modernavaccine #CovidVaccine #COVID19 
 ",0,0,0,0,0,0,1
" [user28148]: Moderna shares are trading lower ahead of tomorrow's Q3 earnings report, with investors likely watching for updates on the company's coronavirus vaccine program. Weakness may also be related to uncertainty over a vaccine roll-out timeline. Related Tickers: $MRNA 
 ",0,0,0,0,0,0,1
" [user735]: @user Studies show Ivermectin is 99.3% effective in preventing serious covid complications. Hope you support inexpensive Ivermectin treatment as strongly as you support expensive vaccination programs. 
 ",0,0,0,0,0,0,1
" [user46680]: Spanish town sprays bleach on 1.2-mile beach to protect kids from coronavirus 
 ",0,0,0,0,0,0,1
" [user86263]: #BioNTech ( $BNTX) #stocks were falling 13.2%, because #Moderna ( $MRNA) announced interim efficacy results for its #Covid19 #vaccine. The next major milestone coming up for BioNTech is to file for #FDA emergency use authorization (#EUA). 
 ",0,0,0,0,0,0,1
" [user108785]: > the #vaccine is rushed and untested so I refuse to take it > #ivermectin usage is rushed and untested so I must take it Pick one, sis. #COVID19 #Covid19InSA #CovidVaccine 
 ",0,0,1,0,0,0,0
" [user121109]: READ + RT: Dr. Jerry L. Spivak, an expert on blood disorders at Johns Hopkins University told the New York Times Tuesday that he believes ""it is a medical certainty"" that #Pfizer's #COVIDvaccine caused the death of Dr. Gregory Michael. #TheDefender 
 ",0,0,0,0,0,0,1
" [user127709]: What is ivermectin, and should we be using it to treat #COVID19 
 ",0,0,0,0,0,0,1
" [user5345]: &#039;Church&#039; selling bleach as COVID cure hit with criminal charges - 
 ",0,0,0,0,0,0,1
" [user28269]: Spurs' Gregg Popovich Addresses COVID-19 Concerns: 'I Don't Want to Die' | Bleacher Report 
 ",0,0,0,0,0,0,1
" [user46760]: @user ""The findings do not support the use of ivermectin for treatment of *mild* COVID-19 .... The study adds that larger trials may be needed to better understand if ivermectin provides any other kind of benefit .... In this case, the study focused on symptoms and mild disease. 
 ",0,0,0,0,0,0,1
" [user72775]: And the 'disease' has been reported by medical experts to have all the symptoms of radiation poisoning. So whomever suppresses this truth is also responsible for murdering hundreds of thousands of people. It's a team effort of democide. 
 ",0,1,0,0,0,0,0
" [user30320]: Repurposing Ivermectin to inhibit the activity of SARS CoV2 helicase: possible implications for COVID 19 therapeutics 
 ",0,0,0,0,0,0,1
" [user112656]: @user and anybody else interested. 
 ",0,0,0,0,0,0,1
" [user40032]: Can't wait to see the full data on anticoagulation and colchicine. Just breathtaking progress from international collaborations. But ivermectin. 
 ",0,0,0,0,0,0,1
" [user110201]: Q: What is better than 1 potential COVID-19 vaccine? A: Two! The mRNA vaccine game is looking strong 💪 Moderna says early trial shows COVID-19 vaccine is 94.5 per cent effective 
 ",0,0,0,0,0,0,1
" [user93844]: MODERNA: WE ARE ON TRACK TO SUPPLY BETWEEN 500 MILLION AND 1 BILLION DOSES OF ITS EXPERIMENTAL COVID-19 VACCINE IN 2021. $MRNA 
 ",0,0,0,0,0,0,1
" [user8442]: @user @user @user They do the covid tests every week retard 
 ",1,0,0,0,0,0,0
" [user65997]: CDC is aware of a healthcare worker who reported anaphylaxis, a serious allergic reaction, after being given Pfizer-BioNTech's #COVID19 vaccine. Anaphylaxis is a rare event following vaccination and CDC is helping evaluate the case. Follow thread or see: 
 ",0,0,0,0,0,0,1
" [user54082]: Please don't drink bleach it doesn't help Covid 
 ",0,0,0,0,0,0,1
" [user47975]: Moderna CEO says its COVID-19 vaccine won't be ready until 2021 #SmartNews 
 ",0,0,0,0,0,0,1
" [user138403]: Health Feedback: Hydroxychloroquine, alone or in combination with azithromycin, found ineffective for treating COVID-19 in large clinical trials. via @user 
 ",0,0,0,0,0,0,1
" [user29393]: @user Doctors continue to use hydroxicloriquin or Ivermectin to kill coronavirus in 24 hours. 
 ",0,0,0,0,0,0,1
" [user17735]: New article: Inhaled route and anti-inflammatory action of ivermectin: Do they hold promise in fighting against COVID-19? #coronavirus #COVID19 #2019ncov 
 ",0,0,0,0,0,0,1
" [user52380]: Our elder chairman's father-in-law is 96. He was admitted to the hospital w/ pneumonia. He later tested positive for #Covid_19. After a regiment of #hydroxycholorquine and #azithromycin, he is now off oxygen and will be discharged to a 14-day #quarantine. #PTL #coronavirus 
 ",0,0,0,0,0,0,1
" [user126662]: MY oh MY!! and just like that - Trump has viral lit up the sheep of America... #Coronavirus #Bleach #lysol #Trump (Don't tell me ppl aren't following this SNAKEOIL salesman and his PSEUDO Science $spy $spx $qqq $dia $aapl 
 ",1,0,0,0,0,0,0
" [user90688]: #Israeli pharma giant Teva donates medicine for new US National Institutes of Health (NIH) COVID-19 treatment study, and to evaluate the combination of antibiotic azithromycin and hydroxychloroquine. 
 ",0,0,0,0,0,0,1
" [user47717]: Why Lockdowns Are Morally Wrong via @user WE ARE SELF GOVERNING PEOPLES! WITHOUT TRANSPARENT ELECTIONS, WE ARE SLAVES! #Audit #Dominion #STS #2A #1A #14A #MAGA #KAG #Georgia #Pennsylvania #Ivermectin #vaccines #COVID19 #CCPVirus #Michigan #Wisconsin 
 ",0,1,0,0,0,1,0
" [user47717]: CALL SENATORS REPEATEDLY! SAY WE'LL RECALL/PRIMARY THEM IF THEY GO ALONG WITH DEM ELECTION RIGGING! #Audit #Dominion #STS #2A #1A #14A #MAGA #KAG #Georgia #Pennsylvania #Ivermectin #COVID19 #CCPVirus #Michigan #Wisconsin #Arizona #Nevada #FreeHongKong #DemocratsCheated #USA 
 ",0,0,0,0,0,0,1
